"filename", "language", "JSON", "XML", "C#", "Markdown", "comment", "blank", "total"
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\Response\ApiResponse.cs", "C#", 0, 0, 14, 0, 0, 2, 16
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\Sessions\EmailSigninSession.cs", "C#", 0, 0, 16, 0, 0, 5, 21
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\Sessions\ResetPasswordSession.cs", "C#", 0, 0, 13, 0, 0, 2, 15
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\Sessions\Session.cs", "C#", 0, 0, 10, 0, 0, 2, 12
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\Sessions\UserPermission.cs", "C#", 0, 0, 12, 0, 0, 2, 14
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\Shift.cs", "C#", 0, 0, 17, 0, 0, 5, 22
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\Subscription.cs", "C#", 0, 0, 41, 0, 0, 5, 46
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\UsageRecord.cs", "C#", 0, 0, 17, 0, 1, 7, 25
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\UserAccount.cs", "C#", 0, 0, 29, 0, 0, 3, 32
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\UserNotification.cs", "C#", 0, 0, 14, 0, 0, 2, 16
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\UserSettings.cs", "C#", 0, 0, 29, 0, 1, 11, 41
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Models\VerificationCode.cs", "C#", 0, 0, 10, 0, 0, 2, 12
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Program.cs", "C#", 0, 0, 116, 0, 30, 27, 173
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Properties\ServiceDependencies\hrconnect - Web Deploy\profile.arm.json", "JSON", 113, 0, 0, 0, 0, 0, 113
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Properties\launchSettings.example.json", "JSON", 41, 0, 0, 0, 0, 1, 42
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Properties\serviceDependencies.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Properties\serviceDependencies.local.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Repository\GenericRepository.cs", "C#", 0, 0, 49, 0, 6, 13, 68
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\BackgroundServices\SubscriptionBackgroundService.cs", "C#", 0, 0, 65, 0, 26, 14, 105
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\AboutEmployeeServices.cs", "C#", 0, 0, 27, 0, 0, 11, 38
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\AttendanceCertificationServices.cs", "C#", 0, 0, 71, 0, 0, 16, 87
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\AttendanceServices.cs", "C#", 0, 0, 272, 0, 8, 76, 356
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\AuthService.cs", "C#", 0, 0, 281, 0, 15, 75, 371
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\DepartmentServices.cs", "C#", 0, 0, 158, 0, 0, 54, 212
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\EmployeeServices.cs", "C#", 0, 0, 206, 0, 23, 70, 299
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\JwtTokenService.cs", "C#", 0, 0, 42, 0, 2, 10, 54
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\LeaveApplicationServices.cs", "C#", 0, 0, 116, 0, 0, 28, 144
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\LeaveBalanceServices.cs", "C#", 0, 0, 36, 0, 0, 8, 44
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\NotificationServices.cs", "C#", 0, 0, 60, 0, 0, 12, 72
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\OrganizationServices.cs", "C#", 0, 0, 98, 0, 8, 31, 137
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\OtApplicationServices.cs", "C#", 0, 0, 89, 0, 0, 24, 113
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\PaymentService.cs", "C#", 0, 0, 65, 0, 1, 12, 78
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\PayrollServices.cs", "C#", 0, 0, 97, 0, 4, 22, 123
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\PlanService.cs", "C#", 0, 0, 63, 0, 0, 9, 72
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\ShiftServices.cs", "C#", 0, 0, 75, 0, 0, 27, 102
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\SubscriptionServices.cs", "C#", 0, 0, 183, 0, 1, 28, 212
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\SupervisorServices.cs", "C#", 0, 0, 48, 0, 0, 18, 66
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\UserAccountServices.cs", "C#", 0, 0, 173, 0, 10, 58, 241
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\UserNotificationServices.cs", "C#", 0, 0, 23, 0, 0, 6, 29
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\Clients\UserSettingServices.cs", "C#", 0, 0, 74, 0, 3, 11, 88
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\ExternalServices\AuthenticationServices.cs", "C#", 0, 0, 61, 0, 0, 13, 74
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\ExternalServices\EmailService.cs", "C#", 0, 0, 217, 0, 1, 37, 255
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\Services\ExternalServices\JwtService.cs", "C#", 0, 0, 60, 0, 0, 10, 70
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\SignalR\MessageHub.cs", "C#", 0, 0, 97, 0, 0, 19, 116
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\SignalR\NotificationHub.cs", "C#", 0, 0, 123, 0, 78, 41, 242
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\appsettings.json", "JSON", 12, 0, 0, 0, 0, 0, 12
"c:\Users\james\OneDrive\Documents\GitHub\hrconnectbackend\hrconnectbackend\hrconnectbackend.csproj", "XML", 0, 45, 0, 0, 0, 4, 49
"Total", "-", 268, 45, 24417, 186, 905, 7665, 33486
